id,room,education,nationality,occupation,cause,hometown,record
6376,37,80,1,9,03070301,450923,476
6439,2,70,1,99,05010300,360425,147
6498,9,80,1,99,05010200,321322,529
7508,34,70,1,99,05010300,430524,628
7507,34,70,1,99,05010300,430500,628
6317,6,60,1,99,05010300,341500,565
7506,42,41,1,99,05010300,430524,574
5396,13,70,1,9,06013500,341281,545
2706,2,79,1,99,05011000,310226,390
6211,8,80,9,4,05010300,522530,225
6197,4,40,1,99,05010300,342422,438
4147,6,30,1,99,08000000,310120,89
7511,26,70,1,99,05010300,421224,628
7510,26,41,1,99,05010300,440825,628
6201,4,80,1,99,06015300,341225,862
6694,6,40,1,99,06013600,610526,798
7318,41,30,1,99,03080600,421023,549
5573,10,70,1,99,05010300,320681,632
7509,38,70,1,99,05010300,429005,628
5857,22,41,1,99,06015300,310109,408
4296,9,41,1,99,05010300,310107,48
6219,3,80,1,99,06070103,341521,609
6602,11,70,1,99,06015300,350784,228
6467,12,70,1,9,05010300,341226,661
5706,14,90,1,99,03060600,445122,535
6455,9,80,1,99,04010300,341522,320
6705,15,70,1,9,03080600,341224,221
6215,10,70,1,99,05010200,320724,105
6585,16,80,1,99,05010200,341621,650
7321,34,30,1,99,06012500,320381,318
7512,42,80,1,99,03070200,130128,685
5212,19,20,1,9,05010300,350628,478
2668,20,70,1,99,03070200,441821,645
5542,20,70,1,9,06080101,340200,615
5219,14,71,1,99,05010300,350628,4
2699,17,70,1,99,05011000,310226,390
4264,20,90,1,4,06015200,310100,324
7116,25,90,1,99,05010200,510311,281
5390,24,70,1,5,03080400,310117,250
6909,10,80,1,99,05010200,410225,429
7047,24,70,1,99,06013600,532527,475
6854,14,60,1,99,06013500,340825,874
6682,24,20,1,99,06070102,520100,742
5787,24,70,1,99,02014600,412725,313
2440,10,80,1,99,06015200,310116,733
4123,10,70,1,99,05010300,320600,226
6557,37,90,1,99,06015300,341226,139
7024,37,70,1,99,06070102,530100,797
5354,13,70,1,99,02014700,310120,884
5698,19,41,1,9,03060600,445122,345
6987,23,62,1,99,03080600,331003,700
7178,27,41,1,99,04010900,331082,868
7108,23,70,1,99,05010300,411526,50
6970,39,30,1,99,05010300,510900,659
6974,23,30,4,99,05010300,513332,1
7216,34,90,1,99,04010901,341226,707
4284,34,60,1,99,05010300,310120,216
7174,27,20,1,99,06012500,360800,853
4555,0,70,1,99,03080400,610481,780
6374,12,90,8,99,03070301,451324,476
6691,39,70,1,99,06013600,610526,53
6949,40,70,1,99,03070200,341321,583
7310,40,70,1,99,06015300,350725,238
7249,40,80,1,99,05010200,341623,653
7401,43,70,12,99,05010300,522631,63
6924,39,60,1,99,06013600,310120,337
7300,40,70,1,99,06015300,350725,238
6947,31,70,1,99,05010200,341126,720
7248,40,71,1,99,04010900,511923,185
6830,39,80,1,99,06071200,310103,189
7338,34,30,1,99,03080600,341623,549
7156,27,30,1,99,05011000,310120,878
7365,34,39,1,99,03080600,330903,549
6850,40,70,1,99,06013500,340825,874
5306,19,60,1,4,02014600,210213,200
7012,33,70,1,99,05010300,532626,282
7513,38,70,1,99,06013600,310120,737
7514,38,70,1,99,03070200,130128,70
7443,42,31,1,99,06012500,411025,657
6236,1,70,1,99,05010300,632126,597
7298,36,70,1,99,06015300,350725,695
2811,28,70,1,99,05010300,310120,272
7408,36,70,1,99,04010300,341623,749
6477,12,80,1,99,05010200,522226,493
7334,38,39,1,99,03080600,320900,549
6519,41,80,1,99,05010300,469028,319
7316,43,30,1,99,03070200,371402,857
7329,38,30,1,99,03080600,320924,549
4180,29,60,1,99,06071001,411728,887
6942,29,70,1,99,06013600,320800,842
6945,29,70,1,99,05010300,310120,24
6992,29,70,1,99,05010300,522631,132
7306,36,70,1,99,06015300,350924,695
6060,0,70,1,9,05010300,410523,85
4676,13,71,1,9,05010300,610722,173
5230,13,70,1,99,06015300,310120,769
7324,38,70,1,99,05010200,140802,640
7018,35,90,1,99,05010200,310226,578
6654,13,70,1,4,06013600,522425,264
7281,28,90,1,99,05010200,532125,722
6171,13,70,1,99,06013600,210882,530
6534,13,90,1,99,03080600,341521,703
5994,13,90,1,99,02014600,310120,808
4952,22,90,1,99,04010600,341223,72
7125,23,70,1,99,03070200,460035,329
6743,33,80,1,99,06061100,340500,511
6794,35,80,1,99,06070102,510322,118
1667,22,79,1,3,05010300,320721,93
6551,0,80,1,99,05010200,500222,333
615,22,40,1,9,05010300,321322,97
4300,22,70,1,99,05010200,511722,145
7378,41,39,1,99,03080600,430481,549
89,35,80,1,99,03041100,510000,260
7140,23,80,18,99,06013600,532530,586
7515,26,70,1,99,05010800,510723,363
7516,32,70,1,99,05010800,341522,363
7182,39,70,1,99,06021400,350982,628
7082,41,80,1,99,05010700,341521,113
6324,35,70,1,99,06015300,360100,711
6989,33,30,1,99,05010300,211321,199
7250,33,70,1,99,05010200,411481,418
7194,37,70,1,99,06010100,310120,369
6513,2,80,1,99,04010901,310120,144
7034,35,70,11,9,03080400,130321,480
6570,1,80,1,99,05010200,320804,148
4168,0,10,11,99,05010300,310110,602
7518,25,70,1,99,06013600,320200,153
6954,29,70,1,99,03080600,331003,807
6483,5,30,1,99,05010300,430481,472
7548,32,70,1,99,06013600,411528,175
7150,40,70,1,99,03070100,440224,476
7547,28,21,1,2,03080300,310104,850
6303,11,70,1,9,06021402,410700,854
7309,40,70,1,99,06015300,350725,238
5470,17,90,1,99,03080300,330600,376
6075,17,70,1,9,05010200,341302,316
7271,43,80,1,99,06013600,310101,385
7549,32,99,1,99,05010300,331082,42
7551,32,70,1,99,05010700,350722,740
6100,2,90,20,99,06010100,532329,360
7239,30,90,1,99,05010200,522423,757
7421,36,60,1,99,05010300,440923,677
7468,28,20,1,1,08010300,310120,9
7552,32,60,1,99,05010200,310115,123
6408,1,70,1,99,05010200,511921,833
6446,19,80,1,9,06080303,411527,604
7229,31,70,1,99,05010200,411123,674
7520,32,30,1,99,06013600,320200,208
6662,36,70,1,9,05010300,410523,854
7134,37,70,1,99,05010300,97,657
6663,29,70,1,99,05010300,410523,854
7580,28,80,1,99,06015300,320882,455
7581,28,90,6,99,05010200,433123,420
7582,30,70,1,99,06090104,320684,239
7417,26,80,1,99,05010200,310120,99
7470,42,70,11,99,03080400,210500,23
7050,17,80,1,9,06070102,431103,278
6316,2,70,1,99,05010300,440600,877
2107,3,70,1,9,06013500,341281,215
2582,3,31,1,99,05010300,320623,423
1694,0,30,1,99,05010300,440802,244
6268,2,30,1,99,03031000,310112,273
6322,2,70,1,99,06021401,430124,375
6426,3,70,1,9,06050400,610327,440
6291,3,80,1,99,05010300,341522,96
2297,21,90,1,99,06071000,530000,520
2701,25,70,13,99,03080700,431003,86
5745,2,70,1,99,03080300,361122,149
554,2,60,1,9,05010800,420000,489
1826,2,80,1,99,06060100,310225,353
5685,2,70,1,99,04010100,310101,519
5335,5,70,1,99,03041300,341225,655
5928,5,70,1,4,04010300,320200,307
6320,4,70,1,99,05010200,320723,834
2697,5,81,1,4,03080700,310226,151
5081,5,80,1,9,05010100,530600,39
5034,5,90,1,9,05010300,422825,436
4804,5,79,1,9,06015300,320000,575
5817,5,70,1,99,05010300,320304,481
6524,5,70,1,99,05010200,310120,568
